Year,Round,Game Number,Home Team,Away Team,Home Score,Away Score,url,attendance,arena,time,game_id
2013,1.0,2.0,San Antonio Spurs,Los Angeles Lakers,102,91,https://www.basketball-reference.com/boxscores/201304240SAS.html,"18,581",AT&T Center,9:30p,15509
2013,1.0,3.0,Milwaukee Bucks,Miami Heat,91,104,https://www.basketball-reference.com/boxscores/201304250MIL.html,"18,165",BMO Harris Bradley Center,7:00p,15510
2013,1.0,3.0,Chicago Bulls,Brooklyn Nets,79,76,https://www.basketball-reference.com/boxscores/201304250CHI.html,"21,672",United Center,8:30p,15511
2013,1.0,3.0,Memphis Grizzlies,Los Angeles Clippers,94,82,https://www.basketball-reference.com/boxscores/201304250MEM.html,"18,119",FedEx Forum,9:30p,15512
2013,1.0,3.0,Boston Celtics,New York Knicks,76,90,https://www.basketball-reference.com/boxscores/201304260BOS.html,"18,624",TD Garden,8:00p,15513
2013,1.0,3.0,Golden State Warriors,Denver Nuggets,110,108,https://www.basketball-reference.com/boxscores/201304260GSW.html,"19,596",Oracle Arena,10:30p,15514
2013,1.0,3.0,Los Angeles Lakers,San Antonio Spurs,89,120,https://www.basketball-reference.com/boxscores/201304260LAL.html,"18,997",STAPLES Center,10:30p,15515
2013,1.0,4.0,Chicago Bulls,Brooklyn Nets,142,134,https://www.basketball-reference.com/boxscores/201304270CHI.html,"21,758",United Center,2:00p,15516
2013,1.0,4.0,Memphis Grizzlies,Los Angeles Clippers,104,83,https://www.basketball-reference.com/boxscores/201304270MEM.html,"18,119",FedEx Forum,4:30p,15517
2013,1.0,3.0,Atlanta Hawks,Indiana Pacers,90,69,https://www.basketball-reference.com/boxscores/201304270ATL.html,"18,238",Philips Arena,7:00p,15518
2013,1.0,3.0,Houston Rockets,Oklahoma City Thunder,101,104,https://www.basketball-reference.com/boxscores/201304270HOU.html,"18,163",Toyota Center,9:30p,15519
2013,1.0,4.0,Boston Celtics,New York Knicks,97,90,https://www.basketball-reference.com/boxscores/201304280BOS.html,"18,624",TD Garden,1:00p,15520
2013,1.0,4.0,Milwaukee Bucks,Miami Heat,77,88,https://www.basketball-reference.com/boxscores/201304280MIL.html,"18,717",BMO Harris Bradley Center,3:30p,15521
2013,1.0,4.0,Los Angeles Lakers,San Antonio Spurs,82,103,https://www.basketball-reference.com/boxscores/201304280LAL.html,"18,997",STAPLES Center,7:00p,15522
2013,1.0,4.0,Golden State Warriors,Denver Nuggets,115,101,https://www.basketball-reference.com/boxscores/201304280GSW.html,"19,596",Oracle Arena,9:30p,15523
2013,1.0,5.0,Brooklyn Nets,Chicago Bulls,110,91,https://www.basketball-reference.com/boxscores/201304290BRK.html,"17,732",Barclays Center,7:00p,15524
2013,1.0,4.0,Atlanta Hawks,Indiana Pacers,102,91,https://www.basketball-reference.com/boxscores/201304290ATL.html,"18,241",Philips Arena,7:30p,15525
2013,1.0,4.0,Houston Rockets,Oklahoma City Thunder,105,103,https://www.basketball-reference.com/boxscores/201304290HOU.html,"18,081",Toyota Center,9:30p,15526
2013,1.0,5.0,Denver Nuggets,Golden State Warriors,107,100,https://www.basketball-reference.com/boxscores/201304300DEN.html,"19,155",Pepsi Center,8:00p,15527
2013,1.0,5.0,Los Angeles Clippers,Memphis Grizzlies,93,103,https://www.basketball-reference.com/boxscores/201304300LAC.html,"19,384",STAPLES Center,10:30p,15528
2013,1.0,5.0,New York Knicks,Boston Celtics,86,92,https://www.basketball-reference.com/boxscores/201305010NYK.html,"19,033",Madison Square Garden (IV),7:00p,15529
2013,1.0,5.0,Indiana Pacers,Atlanta Hawks,106,83,https://www.basketball-reference.com/boxscores/201305010IND.html,"18,165",Bankers Life Fieldhouse,8:00p,15530
2013,1.0,5.0,Oklahoma City Thunder,Houston Rockets,100,107,https://www.basketball-reference.com/boxscores/201305010OKC.html,"18,203",Chesapeake Energy Arena,9:30p,15531
2013,1.0,6.0,Chicago Bulls,Brooklyn Nets,92,95,https://www.basketball-reference.com/boxscores/201305020CHI.html,"21,810",United Center,8:00p,15532
2013,1.0,6.0,Golden State Warriors,Denver Nuggets,92,88,https://www.basketball-reference.com/boxscores/201305020GSW.html,"19,596",Oracle Arena,10:30p,15533
2013,1.0,6.0,Atlanta Hawks,Indiana Pacers,73,81,https://www.basketball-reference.com/boxscores/201305030ATL.html,"18,238",Philips Arena,7:00p,15534
2013,1.0,6.0,Boston Celtics,New York Knicks,80,88,https://www.basketball-reference.com/boxscores/201305030BOS.html,"18,624",TD Garden,7:00p,15535
2013,1.0,6.0,Houston Rockets,Oklahoma City Thunder,94,103,https://www.basketball-reference.com/boxscores/201305030HOU.html,"18,357",Toyota Center,9:30p,15536
2013,1.0,6.0,Memphis Grizzlies,Los Angeles Clippers,118,105,https://www.basketball-reference.com/boxscores/201305030MEM.html,"18,119",FedEx Forum,9:30p,15537
2013,1.0,7.0,Brooklyn Nets,Chicago Bulls,93,99,https://www.basketball-reference.com/boxscores/201305040BRK.html,"17,732",Barclays Center,8:00p,15538
2013,2.0,1.0,Oklahoma City Thunder,Memphis Grizzlies,93,91,https://www.basketball-reference.com/boxscores/201305050OKC.html,"18,203",Chesapeake Energy Arena,1:00p,15539
2013,2.0,1.0,New York Knicks,Indiana Pacers,95,102,https://www.basketball-reference.com/boxscores/201305050NYK.html,"19,033",Madison Square Garden (IV),3:30p,15540
2013,2.0,1.0,Miami Heat,Chicago Bulls,86,93,https://www.basketball-reference.com/boxscores/201305060MIA.html,"19,685",AmericanAirlines Arena,7:00p,15541
2013,2.0,1.0,San Antonio Spurs,Golden State Warriors,129,127,https://www.basketball-reference.com/boxscores/201305060SAS.html,"18,581",AT&T Center,9:30p,15542
2013,2.0,2.0,New York Knicks,Indiana Pacers,105,79,https://www.basketball-reference.com/boxscores/201305070NYK.html,"19,033",Madison Square Garden (IV),7:00p,15543
2013,2.0,2.0,Oklahoma City Thunder,Memphis Grizzlies,93,99,https://www.basketball-reference.com/boxscores/201305070OKC.html,"18,203",Chesapeake Energy Arena,9:30p,15544
2013,2.0,2.0,Miami Heat,Chicago Bulls,115,78,https://www.basketball-reference.com/boxscores/201305080MIA.html,"19,817",AmericanAirlines Arena,7:00p,15545
2013,2.0,2.0,San Antonio Spurs,Golden State Warriors,91,100,https://www.basketball-reference.com/boxscores/201305080SAS.html,"18,581",AT&T Center,9:30p,15546
2013,2.0,3.0,Chicago Bulls,Miami Heat,94,104,https://www.basketball-reference.com/boxscores/201305100CHI.html,"22,675",United Center,8:00p,15547
2013,2.0,3.0,Golden State Warriors,San Antonio Spurs,92,102,https://www.basketball-reference.com/boxscores/201305100GSW.html,"19,596",Oracle Arena,10:30p,15548
2013,2.0,3.0,Memphis Grizzlies,Oklahoma City Thunder,87,81,https://www.basketball-reference.com/boxscores/201305110MEM.html,"18,119",FedEx Forum,5:00p,15549
2013,2.0,3.0,Indiana Pacers,New York Knicks,82,71,https://www.basketball-reference.com/boxscores/201305110IND.html,"18,165",Bankers Life Fieldhouse,8:00p,15550
2013,2.0,4.0,Golden State Warriors,San Antonio Spurs,97,87,https://www.basketball-reference.com/boxscores/201305120GSW.html,"19,596",Oracle Arena,3:30p,15551
2013,2.0,4.0,Chicago Bulls,Miami Heat,65,88,https://www.basketball-reference.com/boxscores/201305130CHI.html,"21,990",United Center,7:00p,15552
2013,2.0,4.0,Memphis Grizzlies,Oklahoma City Thunder,103,97,https://www.basketball-reference.com/boxscores/201305130MEM.html,"18,119",FedEx Forum,9:30p,15553
2013,2.0,4.0,Indiana Pacers,New York Knicks,93,82,https://www.basketball-reference.com/boxscores/201305140IND.html,"18,165",Bankers Life Fieldhouse,7:00p,15554
2013,2.0,5.0,San Antonio Spurs,Golden State Warriors,109,91,https://www.basketball-reference.com/boxscores/201305140SAS.html,"18,581",AT&T Center,9:30p,15555
2013,2.0,5.0,Miami Heat,Chicago Bulls,94,91,https://www.basketball-reference.com/boxscores/201305150MIA.html,"20,025",AmericanAirlines Arena,7:00p,15556
2013,2.0,5.0,Oklahoma City Thunder,Memphis Grizzlies,84,88,https://www.basketball-reference.com/boxscores/201305150OKC.html,"18,203",Chesapeake Energy Arena,9:30p,15557
2013,2.0,5.0,New York Knicks,Indiana Pacers,85,75,https://www.basketball-reference.com/boxscores/201305160NYK.html,"19,033",Madison Square Garden (IV),8:00p,15558
2013,2.0,6.0,Golden State Warriors,San Antonio Spurs,82,94,https://www.basketball-reference.com/boxscores/201305160GSW.html,"19,596",Oracle Arena,10:30p,15559
2013,2.0,6.0,Indiana Pacers,New York Knicks,106,99,https://www.basketball-reference.com/boxscores/201305180IND.html,"18,165",Bankers Life Fieldhouse,8:00p,15560
2013,3.0,1.0,San Antonio Spurs,Memphis Grizzlies,105,83,https://www.basketball-reference.com/boxscores/201305190SAS.html,"18,581",AT&T Center,3:30p,15561
2013,3.0,2.0,San Antonio Spurs,Memphis Grizzlies,93,89,https://www.basketball-reference.com/boxscores/201305210SAS.html,"18,581",AT&T Center,9:00p,15562
2013,3.0,1.0,Miami Heat,Indiana Pacers,103,102,https://www.basketball-reference.com/boxscores/201305220MIA.html,"19,679",AmericanAirlines Arena,8:30p,15563
2013,3.0,2.0,Miami Heat,Indiana Pacers,93,97,https://www.basketball-reference.com/boxscores/201305240MIA.html,"20,022",AmericanAirlines Arena,8:30p,15564
2013,3.0,3.0,Memphis Grizzlies,San Antonio Spurs,93,104,https://www.basketball-reference.com/boxscores/201305250MEM.html,"18,119",FedEx Forum,9:00p,15565
2013,3.0,3.0,Indiana Pacers,Miami Heat,96,114,https://www.basketball-reference.com/boxscores/201305260IND.html,"18,165",Bankers Life Fieldhouse,8:30p,15566
2013,3.0,4.0,Memphis Grizzlies,San Antonio Spurs,86,93,https://www.basketball-reference.com/boxscores/201305270MEM.html,"18,119",FedEx Forum,9:00p,15567
2013,3.0,4.0,Indiana Pacers,Miami Heat,99,92,https://www.basketball-reference.com/boxscores/201305280IND.html,"18,165",Bankers Life Fieldhouse,8:30p,15568
2013,3.0,5.0,Miami Heat,Indiana Pacers,90,79,https://www.basketball-reference.com/boxscores/201305300MIA.html,"19,913",AmericanAirlines Arena,8:30p,15569
2013,3.0,6.0,Indiana Pacers,Miami Heat,91,77,https://www.basketball-reference.com/boxscores/201306010IND.html,"18,165",Bankers Life Fieldhouse,8:30p,15570
2013,3.0,7.0,Miami Heat,Indiana Pacers,99,76,https://www.basketball-reference.com/boxscores/201306030MIA.html,"20,025",AmericanAirlines Arena,8:30p,15571
2013,4.0,1.0,Miami Heat,San Antonio Spurs,88,92,https://www.basketball-reference.com/boxscores/201306060MIA.html,"19,775",AmericanAirlines Arena,9:00p,15572
2013,4.0,2.0,Miami Heat,San Antonio Spurs,103,84,https://www.basketball-reference.com/boxscores/201306090MIA.html,"19,900",AmericanAirlines Arena,8:00p,15573
2013,4.0,3.0,San Antonio Spurs,Miami Heat,113,77,https://www.basketball-reference.com/boxscores/201306110SAS.html,"18,581",AT&T Center,9:00p,15574
2013,4.0,4.0,San Antonio Spurs,Miami Heat,93,109,https://www.basketball-reference.com/boxscores/201306130SAS.html,"18,581",AT&T Center,9:00p,15575
2013,4.0,5.0,San Antonio Spurs,Miami Heat,114,104,https://www.basketball-reference.com/boxscores/201306160SAS.html,"18,581",AT&T Center,8:00p,15576
2013,4.0,6.0,Miami Heat,San Antonio Spurs,103,100,https://www.basketball-reference.com/boxscores/201306180MIA.html,"19,900",AmericanAirlines Arena,9:00p,15577
2013,4.0,7.0,Miami Heat,San Antonio Spurs,95,88,https://www.basketball-reference.com/boxscores/201306200MIA.html,"19,900",AmericanAirlines Arena,9:00p,15578
2014,1.0,1.0,Toronto Raptors,Brooklyn Nets,87,94,https://www.basketball-reference.com/boxscores/201404190TOR.html,"19,800",Air Canada Centre,12:30p,15579
2014,1.0,1.0,Los Angeles Clippers,Golden State Warriors,105,109,https://www.basketball-reference.com/boxscores/201404190LAC.html,"19,339",STAPLES Center,3:30p,15580
2014,1.0,1.0,Indiana Pacers,Atlanta Hawks,93,101,https://www.basketball-reference.com/boxscores/201404190IND.html,"18,165",Bankers Life Fieldhouse,7:00p,15581
2014,1.0,1.0,Oklahoma City Thunder,Memphis Grizzlies,100,86,https://www.basketball-reference.com/boxscores/201404190OKC.html,"18,203",Chesapeake Energy Arena,9:43p,15582
2014,1.0,1.0,San Antonio Spurs,Dallas Mavericks,90,85,https://www.basketball-reference.com/boxscores/201404200SAS.html,"18,581",AT&T Center,1:00p,15583
2014,1.0,1.0,Miami Heat,Charlotte Bobcats,99,88,https://www.basketball-reference.com/boxscores/201404200MIA.html,"19,640",AmericanAirlines Arena,3:30p,15584
2014,1.0,1.0,Chicago Bulls,Washington Wizards,93,102,https://www.basketball-reference.com/boxscores/201404200CHI.html,"21,694",United Center,7:00p,15585
2014,1.0,1.0,Houston Rockets,Portland Trail Blazers,120,122,https://www.basketball-reference.com/boxscores/201404200HOU.html,"18,240",Toyota Center,9:30p,15586
2014,1.0,2.0,Oklahoma City Thunder,Memphis Grizzlies,105,111,https://www.basketball-reference.com/boxscores/201404210OKC.html,"18,203",Chesapeake Energy Arena,8:00p,15587
2014,1.0,2.0,Los Angeles Clippers,Golden State Warriors,138,98,https://www.basketball-reference.com/boxscores/201404210LAC.html,"19,570",STAPLES Center,10:30p,15588
2014,1.0,2.0,Indiana Pacers,Atlanta Hawks,101,85,https://www.basketball-reference.com/boxscores/201404220IND.html,"18,165",Bankers Life Fieldhouse,7:00p,15589
2014,1.0,2.0,Toronto Raptors,Brooklyn Nets,100,95,https://www.basketball-reference.com/boxscores/201404220TOR.html,"20,382",Air Canada Centre,7:30p,15590
2014,1.0,2.0,Chicago Bulls,Washington Wizards,99,101,https://www.basketball-reference.com/boxscores/201404220CHI.html,"21,663",United Center,9:30p,15591
2014,1.0,2.0,Miami Heat,Charlotte Bobcats,101,97,https://www.basketball-reference.com/boxscores/201404230MIA.html,"19,603",AmericanAirlines Arena,7:00p,15592
2014,1.0,2.0,San Antonio Spurs,Dallas Mavericks,92,113,https://www.basketball-reference.com/boxscores/201404230SAS.html,"18,581",AT&T Center,8:00p,15593
2014,1.0,2.0,Houston Rockets,Portland Trail Blazers,105,112,https://www.basketball-reference.com/boxscores/201404230HOU.html,"18,331",Toyota Center,9:30p,15594
2014,1.0,3.0,Atlanta Hawks,Indiana Pacers,98,85,https://www.basketball-reference.com/boxscores/201404240ATL.html,"18,124",Philips Arena,7:00p,15595
2014,1.0,3.0,Memphis Grizzlies,Oklahoma City Thunder,98,95,https://www.basketball-reference.com/boxscores/201404240MEM.html,"18,119",FedEx Forum,8:00p,15596
2014,1.0,3.0,Golden State Warriors,Los Angeles Clippers,96,98,https://www.basketball-reference.com/boxscores/201404240GSW.html,"19,596",Oracle Arena,10:30p,15597
2014,1.0,3.0,Brooklyn Nets,Toronto Raptors,102,98,https://www.basketball-reference.com/boxscores/201404250BRK.html,"17,732",Barclays Center,7:00p,15598
2014,1.0,3.0,Washington Wizards,Chicago Bulls,97,100,https://www.basketball-reference.com/boxscores/201404250WAS.html,"20,356",Verizon Center,8:00p,15599
2014,1.0,3.0,Portland Trail Blazers,Houston Rockets,116,121,https://www.basketball-reference.com/boxscores/201404250POR.html,"20,302",Moda Center,10:30p,15600
2014,1.0,4.0,Atlanta Hawks,Indiana Pacers,88,91,https://www.basketball-reference.com/boxscores/201404260ATL.html,"19,043",Philips Arena,2:00p,15601
2014,1.0,3.0,Dallas Mavericks,San Antonio Spurs,109,108,https://www.basketball-reference.com/boxscores/201404260DAL.html,"20,636",American Airlines Center,4:30p,15602
2014,1.0,3.0,Charlotte Bobcats,Miami Heat,85,98,https://www.basketball-reference.com/boxscores/201404260CHA.html,"19,633",Time Warner Cable Arena,7:00p,15603
2014,1.0,4.0,Memphis Grizzlies,Oklahoma City Thunder,89,92,https://www.basketball-reference.com/boxscores/201404260MEM.html,"18,119",FedEx Forum,9:30p,15604
2014,1.0,4.0,Washington Wizards,Chicago Bulls,98,89,https://www.basketball-reference.com/boxscores/201404270WAS.html,"20,356",Verizon Center,1:00p,15605
2014,1.0,4.0,Golden State Warriors,Los Angeles Clippers,118,97,https://www.basketball-reference.com/boxscores/201404270GSW.html,"19,596",Oracle Arena,3:30p,15606
2014,1.0,4.0,Brooklyn Nets,Toronto Raptors,79,87,https://www.basketball-reference.com/boxscores/201404270BRK.html,"17,732",Barclays Center,7:00p,15607
2014,1.0,4.0,Portland Trail Blazers,Houston Rockets,123,120,https://www.basketball-reference.com/boxscores/201404270POR.html,"20,246",Moda Center,9:30p,15608
2014,1.0,4.0,Charlotte Bobcats,Miami Heat,98,109,https://www.basketball-reference.com/boxscores/201404280CHA.html,"19,092",Time Warner Cable Arena,7:00p,15609
2014,1.0,5.0,Indiana Pacers,Atlanta Hawks,97,107,https://www.basketball-reference.com/boxscores/201404280IND.html,"18,165",Bankers Life Fieldhouse,8:00p,15610
2014,1.0,4.0,Dallas Mavericks,San Antonio Spurs,89,93,https://www.basketball-reference.com/boxscores/201404280DAL.html,"20,796",American Airlines Center,9:30p,15611
2014,1.0,5.0,Chicago Bulls,Washington Wizards,69,75,https://www.basketball-reference.com/boxscores/201404290CHI.html,"21,752",United Center,8:00p,15612
2014,1.0,5.0,Oklahoma City Thunder,Memphis Grizzlies,99,100,https://www.basketball-reference.com/boxscores/201404290OKC.html,"18,203",Chesapeake Energy Arena,9:00p,15613
2014,1.0,5.0,Los Angeles Clippers,Golden State Warriors,113,103,https://www.basketball-reference.com/boxscores/201404290LAC.html,"19,657",STAPLES Center,10:30p,15614
2014,1.0,5.0,San Antonio Spurs,Dallas Mavericks,109,103,https://www.basketball-reference.com/boxscores/201404300SAS.html,"18,581",AT&T Center,7:00p,15615
2014,1.0,5.0,Toronto Raptors,Brooklyn Nets,115,113,https://www.basketball-reference.com/boxscores/201404300TOR.html,"20,393",Air Canada Centre,7:30p,15616
2014,1.0,5.0,Houston Rockets,Portland Trail Blazers,108,98,https://www.basketball-reference.com/boxscores/201404300HOU.html,"18,230",Toyota Center,9:30p,15617
2014,1.0,6.0,Atlanta Hawks,Indiana Pacers,88,95,https://www.basketball-reference.com/boxscores/201405010ATL.html,"19,044",Philips Arena,7:00p,15618
2014,1.0,6.0,Memphis Grizzlies,Oklahoma City Thunder,84,104,https://www.basketball-reference.com/boxscores/201405010MEM.html,"18,119",FedEx Forum,8:00p,15619
2014,1.0,6.0,Golden State Warriors,Los Angeles Clippers,100,99,https://www.basketball-reference.com/boxscores/201405010GSW.html,"19,596",Oracle Arena,10:30p,15620
2014,1.0,6.0,Brooklyn Nets,Toronto Raptors,97,83,https://www.basketball-reference.com/boxscores/201405020BRK.html,"17,732",Barclays Center,7:00p,15621
2014,1.0,6.0,Dallas Mavericks,San Antonio Spurs,113,111,https://www.basketball-reference.com/boxscores/201405020DAL.html,"20,799",American Airlines Center,8:00p,15622
2014,1.0,6.0,Portland Trail Blazers,Houston Rockets,99,98,https://www.basketball-reference.com/boxscores/201405020POR.html,"20,204",Moda Center,10:30p,15623
2014,1.0,7.0,Indiana Pacers,Atlanta Hawks,92,80,https://www.basketball-reference.com/boxscores/201405030IND.html,"18,165",Bankers Life Fieldhouse,5:30p,15624
2014,1.0,7.0,Oklahoma City Thunder,Memphis Grizzlies,120,109,https://www.basketball-reference.com/boxscores/201405030OKC.html,"18,203",Chesapeake Energy Arena,8:00p,15625
2014,1.0,7.0,Los Angeles Clippers,Golden State Warriors,126,121,https://www.basketball-reference.com/boxscores/201405030LAC.html,"19,543",STAPLES Center,10:30p,15626
2014,1.0,7.0,Toronto Raptors,Brooklyn Nets,103,104,https://www.basketball-reference.com/boxscores/201405040TOR.html,"20,457",Air Canada Centre,1:00p,15627
2014,1.0,7.0,San Antonio Spurs,Dallas Mavericks,119,96,https://www.basketball-reference.com/boxscores/201405040SAS.html,"18,581",AT&T Center,3:30p,15628
2014,2.0,1.0,Indiana Pacers,Washington Wizards,96,102,https://www.basketball-reference.com/boxscores/201405050IND.html,"18,165",Bankers Life Fieldhouse,7:00p,15629
2014,2.0,1.0,Oklahoma City Thunder,Los Angeles Clippers,105,122,https://www.basketball-reference.com/boxscores/201405050OKC.html,"18,203",Chesapeake Energy Arena,9:42p,15630
2014,2.0,1.0,Miami Heat,Brooklyn Nets,107,86,https://www.basketball-reference.com/boxscores/201405060MIA.html,"19,470",AmericanAirlines Arena,7:00p,15631
2014,2.0,1.0,San Antonio Spurs,Portland Trail Blazers,116,92,https://www.basketball-reference.com/boxscores/201405060SAS.html,"18,581",AT&T Center,9:30p,15632
2014,2.0,2.0,Indiana Pacers,Washington Wizards,86,82,https://www.basketball-reference.com/boxscores/201405070IND.html,"18,165",Bankers Life Fieldhouse,7:00p,15633
2014,2.0,2.0,Oklahoma City Thunder,Los Angeles Clippers,112,101,https://www.basketball-reference.com/boxscores/201405070OKC.html,"18,203",Chesapeake Energy Arena,9:30p,15634
2014,2.0,2.0,Miami Heat,Brooklyn Nets,94,82,https://www.basketball-reference.com/boxscores/201405080MIA.html,"19,639",AmericanAirlines Arena,7:00p,15635
2014,2.0,2.0,San Antonio Spurs,Portland Trail Blazers,114,97,https://www.basketball-reference.com/boxscores/201405080SAS.html,"18,581",AT&T Center,9:30p,15636
2014,2.0,3.0,Washington Wizards,Indiana Pacers,63,85,https://www.basketball-reference.com/boxscores/201405090WAS.html,"20,356",Verizon Center,8:00p,15637
2014,2.0,3.0,Los Angeles Clippers,Oklahoma City Thunder,112,118,https://www.basketball-reference.com/boxscores/201405090LAC.html,"19,530",STAPLES Center,10:30p,15638
2014,2.0,3.0,Brooklyn Nets,Miami Heat,104,90,https://www.basketball-reference.com/boxscores/201405100BRK.html,"17,732",Barclays Center,8:00p,15639
2014,2.0,3.0,Portland Trail Blazers,San Antonio Spurs,103,118,https://www.basketball-reference.com/boxscores/201405100POR.html,"20,321",Moda Center,10:30p,15640
2014,2.0,4.0,Los Angeles Clippers,Oklahoma City Thunder,101,99,https://www.basketball-reference.com/boxscores/201405110LAC.html,"19,365",STAPLES Center,3:30p,15641
2014,2.0,4.0,Washington Wizards,Indiana Pacers,92,95,https://www.basketball-reference.com/boxscores/201405110WAS.html,"20,356",Verizon Center,8:00p,15642
2014,2.0,4.0,Brooklyn Nets,Miami Heat,96,102,https://www.basketball-reference.com/boxscores/201405120BRK.html,"17,732",Barclays Center,8:00p,15643
2014,2.0,4.0,Portland Trail Blazers,San Antonio Spurs,103,92,https://www.basketball-reference.com/boxscores/201405120POR.html,"20,141",Moda Center,10:30p,15644
2014,2.0,5.0,Indiana Pacers,Washington Wizards,79,102,https://www.basketball-reference.com/boxscores/201405130IND.html,"18,165",Bankers Life Fieldhouse,7:00p,15645
2014,2.0,5.0,Oklahoma City Thunder,Los Angeles Clippers,105,104,https://www.basketball-reference.com/boxscores/201405130OKC.html,"18,203",Chesapeake Energy Arena,9:30p,15646
2014,2.0,5.0,Miami Heat,Brooklyn Nets,96,94,https://www.basketball-reference.com/boxscores/201405140MIA.html,"19,615",AmericanAirlines Arena,7:00p,15647
2014,2.0,5.0,San Antonio Spurs,Portland Trail Blazers,104,82,https://www.basketball-reference.com/boxscores/201405140SAS.html,"18,581",AT&T Center,9:30p,15648
2014,2.0,6.0,Washington Wizards,Indiana Pacers,80,93,https://www.basketball-reference.com/boxscores/201405150WAS.html,"19,502",Verizon Center,8:00p,15649
2014,2.0,6.0,Los Angeles Clippers,Oklahoma City Thunder,98,104,https://www.basketball-reference.com/boxscores/201405150LAC.html,"19,565",STAPLES Center,10:30p,15650
2014,3.0,1.0,Indiana Pacers,Miami Heat,107,96,https://www.basketball-reference.com/boxscores/201405180IND.html,"18,165",Bankers Life Fieldhouse,3:30p,15651
2014,3.0,1.0,San Antonio Spurs,Oklahoma City Thunder,122,105,https://www.basketball-reference.com/boxscores/201405190SAS.html,"18,581",AT&T Center,9:00p,15652
2014,3.0,2.0,Indiana Pacers,Miami Heat,83,87,https://www.basketball-reference.com/boxscores/201405200IND.html,"18,165",Bankers Life Fieldhouse,8:30p,15653
2014,3.0,2.0,San Antonio Spurs,Oklahoma City Thunder,112,77,https://www.basketball-reference.com/boxscores/201405210SAS.html,"18,581",AT&T Center,9:00p,15654
2014,3.0,3.0,Miami Heat,Indiana Pacers,99,87,https://www.basketball-reference.com/boxscores/201405240MIA.html,"20,025",AmericanAirlines Arena,8:30p,15655
2014,3.0,3.0,Oklahoma City Thunder,San Antonio Spurs,106,97,https://www.basketball-reference.com/boxscores/201405250OKC.html,"18,203",Chesapeake Energy Arena,8:30p,15656
2014,3.0,4.0,Miami Heat,Indiana Pacers,102,90,https://www.basketball-reference.com/boxscores/201405260MIA.html,"19,874",AmericanAirlines Arena,8:30p,15657
2014,3.0,4.0,Oklahoma City Thunder,San Antonio Spurs,105,92,https://www.basketball-reference.com/boxscores/201405270OKC.html,"18,203",Chesapeake Energy Arena,9:00p,15658
2014,3.0,5.0,Indiana Pacers,Miami Heat,93,90,https://www.basketball-reference.com/boxscores/201405280IND.html,"18,165",Bankers Life Fieldhouse,8:30p,15659
2014,3.0,5.0,San Antonio Spurs,Oklahoma City Thunder,117,89,https://www.basketball-reference.com/boxscores/201405290SAS.html,"18,581",AT&T Center,9:00p,15660
2014,3.0,6.0,Miami Heat,Indiana Pacers,117,92,https://www.basketball-reference.com/boxscores/201405300MIA.html,"20,021",AmericanAirlines Arena,8:30p,15661
2014,3.0,6.0,Oklahoma City Thunder,San Antonio Spurs,107,112,https://www.basketball-reference.com/boxscores/201405310OKC.html,"18,203",Chesapeake Energy Arena,8:30p,15662
2014,4.0,1.0,San Antonio Spurs,Miami Heat,110,95,https://www.basketball-reference.com/boxscores/201406050SAS.html,"18,581",AT&T Center,9:00p,15663
2014,4.0,2.0,San Antonio Spurs,Miami Heat,96,98,https://www.basketball-reference.com/boxscores/201406080SAS.html,"18,581",AT&T Center,8:00p,15664
2014,4.0,3.0,Miami Heat,San Antonio Spurs,92,111,https://www.basketball-reference.com/boxscores/201406100MIA.html,"19,900",AmericanAirlines Arena,9:00p,15665
2014,4.0,4.0,Miami Heat,San Antonio Spurs,86,107,https://www.basketball-reference.com/boxscores/201406120MIA.html,"19,900",AmericanAirlines Arena,9:00p,15666
2014,4.0,5.0,San Antonio Spurs,Miami Heat,104,87,https://www.basketball-reference.com/boxscores/201406150SAS.html,"18,581",AT&T Center,8:00p,15667
2015,1.0,1.0,Toronto Raptors,Washington Wizards,86,93,https://www.basketball-reference.com/boxscores/201504180TOR.html,"19,800",Air Canada Centre,12:30p,15668
2015,1.0,1.0,Golden State Warriors,New Orleans Pelicans,106,99,https://www.basketball-reference.com/boxscores/201504180GSW.html,"19,596",Oracle Arena,3:30p,15669
2015,1.0,1.0,Chicago Bulls,Milwaukee Bucks,103,91,https://www.basketball-reference.com/boxscores/201504180CHI.html,"21,812",United Center,7:00p,15670
2015,1.0,1.0,Houston Rockets,Dallas Mavericks,118,108,https://www.basketball-reference.com/boxscores/201504180HOU.html,"18,231",Toyota Center,9:30p,15671
2015,1.0,1.0,Cleveland Cavaliers,Boston Celtics,113,100,https://www.basketball-reference.com/boxscores/201504190CLE.html,"20,562",Quicken Loans Arena,3:00p,15672
2015,1.0,1.0,Atlanta Hawks,Brooklyn Nets,99,92,https://www.basketball-reference.com/boxscores/201504190ATL.html,"18,440",Philips Arena,5:30p,15673
2015,1.0,1.0,Memphis Grizzlies,Portland Trail Blazers,100,86,https://www.basketball-reference.com/boxscores/201504190MEM.html,"18,119",FedEx Forum,8:00p,15674
2015,1.0,1.0,Los Angeles Clippers,San Antonio Spurs,107,92,https://www.basketball-reference.com/boxscores/201504190LAC.html,"19,309",STAPLES Center,10:30p,15675
2015,1.0,2.0,Chicago Bulls,Milwaukee Bucks,91,82,https://www.basketball-reference.com/boxscores/201504200CHI.html,"21,661",United Center,8:00p,15676
