player_id,game_id,points,rebounds,assists,2pm,2pa,3pm,3pa,FTM,FTA,FGM depth,FGA depth,FGM,FGA,offensive rebounds,defensive rebounds,fouls,fouls drawn,turnovers,steals,blocks
mobleev01,15408,4,1,0,2,2,0,0,0,0,1.0,1.0,2,2,0,1,1,0,0,0,1
banchpa01,15408,5,0,0,0,1,1,2,2,2,26.0,22.333333333333332,1,3,0,0,0,1,0,0,0
strusma01,15408,3,2,1,0,0,1,1,0,0,26.0,26.0,1,1,0,2,0,0,0,0,0
mitchdo01,15408,3,0,1,0,1,0,0,3,4,0.0,16.0,0,1,0,0,0,2,0,0,0
wagnefr01,15408,2,0,0,1,2,0,1,0,0,1.0,11.0,1,3,0,0,1,0,0,0,0
Team,15408,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0
suggsja01,15408,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
garlada01,15408,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
okorois01,15408,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
thomptr01,15408,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
isaacjo01,15408,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0
inglejo01,15408,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
oubreke01,15407,6,0,0,3,4,0,0,0,0,1.0,1.0,3,4,0,0,0,0,0,0,0
maxeyty01,15407,13,1,2,1,2,3,3,2,3,24.5,20.0,4,5,0,1,1,3,1,0,0
harrito02,15407,2,1,1,0,0,0,0,2,2,0.0,0.0,0,0,0,1,1,1,0,0,0
anunoog01,15407,2,1,0,1,1,0,0,0,1,2.0,2.0,1,1,0,1,1,2,0,1,0
Team,15407,0,7,0,0,0,0,0,0,0,0.0,0.0,0,0,6,1,0,0,0,0,0
brunsja01,15407,7,0,0,2,7,1,2,0,0,10.5,10.181818181818182,4,11,0,0,2,2,2,0,0
robinmi01,15407,0,1,0,0,1,0,0,0,0,0.0,1.0,0,1,1,0,1,0,0,1,0
embiijo01,15407,4,2,1,1,1,0,0,2,3,14.0,14.0,1,1,1,1,1,2,1,1,1
batumni01,15407,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,1,0,2,0,1,0,1
hartjo01,15407,1,0,0,0,0,0,0,1,2,0.0,0.0,0,0,0,0,1,1,0,0,0
harteis01,15407,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
mcbrimi01,15407,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
divindo01,15407,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
lowryky01,15407,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
reaveau01,15406,2,0,1,1,2,0,0,0,0,11.0,8.0,1,2,0,0,0,0,0,0,0
murraja01,15406,7,0,0,2,3,1,1,0,0,14.0,14.5,3,4,0,0,0,0,0,0,0
Team,15406,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,0
russeda01,15406,2,0,0,1,1,0,0,0,0,2.0,2.0,1,1,0,0,0,0,0,0,0
jamesle01,15406,4,1,1,1,1,0,0,2,2,2.0,2.0,1,1,0,1,0,1,0,0,0
jokicni01,15406,2,2,0,1,3,0,0,0,0,1.0,2.6666666666666665,1,3,1,1,0,0,0,0,0
davisan02,15406,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1
caldwke01,15406,0,0,0,0,1,0,0,0,0,0.0,13.0,0,1,0,0,0,0,0,0,0
gordoaa01,15406,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0
portemi01,15406,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
princta02,15406,0,0,0,0,0,0,1,0,0,0.0,41.0,0,1,0,0,0,0,0,0,0
ingrabr01,15405,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1
willija06,15405,2,0,0,0,0,0,0,2,2,0,0.0,0,0,0,0,0,1,0,1,0
murphtr02,15405,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0
valanjo01,15405,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
nancela02,15405,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
joneshe01,15405,0,0,0,0,1,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0
giddejo01,15405,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1
Team,15405,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
holmgch01,15405,0,0,0,0,1,0,0,0,0,0,6.0,0,1,0,0,0,0,0,0,0
dortlu01,15405,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0
goberru01,15403,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0
bookede01,15403,6,0,0,1,1,0,0,4,4,8.0,8.0,1,1,0,0,1,1,0,1,0
bealbr01,15403,2,0,0,1,1,0,1,0,0,2.0,15.0,1,2,0,0,1,0,0,0,0
duranke01,15403,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0
mcdanja02,15403,3,0,0,0,0,1,1,0,0,23.0,23.0,1,1,0,0,1,0,0,0,0
townska01,15403,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
alexani01,15403,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
edwaran01,15403,1,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0,0,1,0,0,0
okogijo01,15403,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
conlemi01,15403,1,1,0,0,0,0,0,1,1,0.0,0.0,0,0,0,1,0,2,0,0,0
anderky01,15403,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
littlna01,15403,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
nurkiju01,15403,1,1,0,0,0,0,0,1,2,0.0,0.0,0,0,1,0,1,0,0,0,0
onealro01,15403,0,0,0,0,0,0,1,0,0,0.0,27.0,0,1,0,0,0,0,0,0,0
irvinky01,15401,5,1,0,0,1,1,4,2,2,27.0,22.4,1,5,1,0,0,0,0,0,0
georgpa01,15401,4,0,0,0,0,1,1,1,3,23.0,23.0,1,1,0,0,0,2,0,0,1
zubaciv01,15401,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0
hardeja01,15401,8,1,0,3,3,0,0,2,2,7.333333333333333,7.333333333333333,3,3,0,1,0,2,0,0,0
coffeam01,15401,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
doncilu01,15401,4,0,1,1,1,0,1,2,2,2.0,13.0,1,2,0,0,0,1,0,0,0
washipj01,15401,0,0,0,0,0,0,1,0,0,0.0,23.0,0,1,0,0,1,0,0,0,0
jonesde02,15401,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0
Team,15401,0,4,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,0,0,0
westbru01,15401,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
gaffoda01,15401,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
livelde01,15401,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
klebima01,15401,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
greenjo02,15401,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
Team,15400,0,5,0,0,0,0,0,0,0,0,0.0,0,0,4,1,0,0,0,0,0
oubreke01,15400,0,0,0,0,0,0,1,0,0,0,28.0,0,1,0,0,2,0,0,0,0
mcbrimi01,15400,2,0,0,0,0,0,0,2,3,0,0.0,0,0,0,0,1,1,0,0,0
embiijo01,15400,1,0,0,0,2,0,1,1,1,0,14.0,0,3,0,0,1,0,0,1,0
achiupr01,15400,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,0,0,0,1
hartjo01,15400,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,2,0,1,2,0,0
maxeyty01,15400,1,0,0,0,2,0,0,1,1,0,11.0,0,2,0,0,0,0,0,0,0
brunsja01,15400,3,2,0,0,0,0,0,3,4,0,0.0,0,0,0,2,0,2,0,0,1
harrito02,15400,0,0,0,0,0,0,1,0,0,0,24.0,0,1,0,0,1,0,0,0,0
lowryky01,15400,1,2,0,0,0,0,1,1,2,0,26.0,0,1,2,0,0,1,0,0,0
batumni01,15400,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0
harteis01,15400,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
middlkh01,15393,12,2,0,2,4,2,3,2,2,17.25,16.857142857142858,4,7,0,2,1,1,1,0,0
turnemy01,15393,4,1,0,2,3,0,0,0,0,5.0,4.666666666666667,2,3,0,1,1,0,0,0,0
halibty01,15393,3,2,2,1,1,0,3,1,1,15.0,23.75,1,4,0,2,0,1,0,0,0
lillada01,15393,0,1,1,0,1,0,1,0,0,0.0,24.5,0,2,0,1,1,0,0,0,0
siakapa01,15393,2,3,1,1,1,0,2,0,1,3.0,18.666666666666668,1,3,2,1,0,1,0,0,0
nembhan01,15393,3,1,0,1,1,0,1,1,2,13.0,20.0,1,2,0,1,0,2,0,0,0
portibo01,15393,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1
Team,15393,0,5,0,0,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,0,0,0
nesmiaa01,15393,5,1,0,0,1,1,1,2,2,23.0,19.5,1,2,1,0,0,1,0,0,0
beverpa01,15393,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0
jacksan01,15393,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
lopezbr01,15393,0,0,1,0,1,0,0,0,0,0.0,13.0,0,1,0,0,0,0,0,0,0
connapa01,15393,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
mccontj01,15393,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
reaveau01,15392,3,0,0,0,0,1,1,0,0,31.0,31.0,1,1,0,0,1,0,0,0,0
jamesle01,15392,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
gordoaa01,15392,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0
whitede01,15388,3,0,0,0,0,1,1,0,0,24.0,24.0,1,1,0,0,0,0,0,0,0
porzikr01,15388,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
adebaba01,15388,0,0,0,0,1,0,0,0,0,0.0,13.0,0,1,0,0,0,0,0,0,0
highsha01,15388,0,1,0,0,1,0,0,0,0,0.0,1.0,0,1,1,0,1,0,0,0,0
brownja02,15388,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0
tatumja01,15388,2,0,0,0,0,0,0,2,2,0.0,0.0,0,0,0,0,0,1,0,0,0
jonesde02,15387,1,0,0,0,0,0,0,1,2,0.0,0.0,0,0,0,0,1,1,0,0,0
leonaka01,15387,3,0,0,1,1,0,0,1,2,3.0,3.0,1,1,0,0,1,1,0,0,0
Team,15387,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0
exumda01,15387,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
doncilu01,15387,0,0,0,0,1,0,0,0,0,0.0,6.0,0,1,0,0,0,0,0,0,0
livelde01,15387,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
irvinky01,15387,2,0,0,0,1,0,0,2,3,0.0,10.0,0,1,0,0,0,2,0,0,0
zubaciv01,15387,2,0,0,1,1,0,0,0,0,1.0,1.0,1,1,0,0,0,0,0,0,0
powelno01,15387,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
washipj01,15387,1,1,0,0,0,0,0,1,1,0.0,0.0,0,0,1,0,0,1,0,0,0
georgpa01,15387,7,1,1,1,1,1,1,2,2,17.0,17.0,2,2,0,1,1,0,0,0,0
mannte01,15387,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
westbru01,15387,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
hardeja01,15387,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0
klebima01,15387,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0
jamesle01,15384,6,0,0,3,3,0,1,0,1,5.666666666666667,10.5,3,4,0,0,1,1,0,1,0
caldwke01,15384,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
jokicni01,15384,2,1,0,1,1,0,0,0,0,6.0,6.0,1,1,0,1,0,0,0,0,0
reaveau01,15384,2,0,0,1,1,0,1,0,0,16.0,20.0,1,2,0,0,0,0,0,0,0
portemi01,15384,3,2,0,0,0,1,1,0,0,28.0,28.0,1,1,0,2,0,0,0,0,0
murraja01,15384,6,0,0,2,2,0,0,2,2,18.0,18.0,2,2,0,0,0,1,1,0,0
gordoaa01,15384,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
russeda01,15384,2,0,0,1,1,0,0,0,0,2.0,2.0,1,1,0,0,0,0,0,0,0
maxeyty01,15383,5,2,0,1,2,1,1,0,0,14.5,10.0,2,3,0,2,0,0,2,0,0
Team,15383,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,0,0,0,0,0
harteis01,15383,2,2,0,1,1,0,0,0,0,8.0,8.0,1,1,2,0,0,0,0,0,0
brunsja01,15383,3,1,1,0,2,1,2,0,0,23.0,16.25,1,4,0,1,0,0,0,0,0
mcbrimi01,15383,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0
embiijo01,15383,0,0,1,0,0,0,2,0,0,0.0,25.5,0,2,0,0,0,1,0,0,0
harrito02,15383,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1,0,0,0,0
batumni01,15383,0,0,0,0,0,0,1,0,0,0.0,23.0,0,1,0,0,0,0,0,0,0
lowryky01,15383,2,1,0,0,0,0,0,2,4,0.0,0.0,0,0,0,1,1,2,0,0,0
divindo01,15383,3,0,1,0,0,1,2,0,0,26.0,25.0,1,2,0,0,1,0,0,0,0
hartjo01,15383,0,0,0,0,0,0,1,0,0,0.0,25.0,0,1,0,0,0,0,0,1,0
anunoog01,15383,2,1,1,0,0,0,0,2,2,0.0,0.0,0,0,0,1,0,2,0,0,0
oubreke01,15383,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
joneshe01,15381,3,1,0,0,0,1,2,0,0,25.0,24.5,1,2,1,0,1,1,1,0,0
mccolcj01,15381,2,0,1,1,1,0,2,0,0,11.0,22.666666666666668,1,3,0,0,2,0,0,1,0
gilgesh01,15381,5,0,0,2,2,0,0,1,1,16.5,16.5,2,2,0,0,1,1,2,0,0
ingrabr01,15381,2,0,0,1,1,0,1,0,0,1.0,13.0,1,2,0,0,1,0,1,0,0
Team,15381,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0
willija06,15381,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0
dortlu01,15381,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0
joeis01,15381,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
wallaca01,15381,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
nancela02,15381,0,2,0,0,1,0,0,0,0,0.0,6.0,0,1,2,0,0,0,0,0,0
holmgch01,15381,1,0,0,0,0,0,0,1,2,0.0,0.0,0,0,0,0,0,1,0,0,1
valanjo01,15381,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
embiijo01,15376,2,0,1,0,1,0,1,2,2,0.0,17.5,0,2,0,0,1,0,0,0,0
hartjo01,15376,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,1,2,0,1,0,0,0
brunsja01,15376,2,0,0,1,1,0,0,0,0,16.0,16.0,1,1,0,0,0,1,0,0,0
lowryky01,15376,3,0,0,0,0,1,1,0,0,26.0,26.0,1,1,0,0,0,0,0,0,0
maxeyty01,15376,4,0,0,2,2,0,0,0,0,1.0,1.0,2,2,0,0,0,0,0,0,0
oubreke01,15376,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0
robinmi01,15376,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0
anunoog01,15376,0,0,0,0,1,0,0,0,0,0.0,15.0,0,1,0,0,0,0,0,0,0
herroty01,15370,6,0,1,1,2,1,2,1,1,20.5,22.25,2,4,0,0,0,0,1,0,0
lowryky01,15370,0,1,0,0,1,0,0,0,0,0.0,19.0,0,1,0,1,0,0,0,0,0
adebaba01,15370,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0
batumni01,15370,0,0,0,0,1,0,0,0,0,0.0,19.0,0,1,0,0,1,1,0,0,1
jaqueja01,15370,2,1,0,1,1,0,1,0,0,9.0,17.0,1,2,0,1,0,0,0,0,0
embiijo01,15370,3,2,1,1,3,0,0,1,1,11.0,4.666666666666667,1,3,2,0,0,1,0,0,0
highsha01,15370,4,1,1,2,2,0,0,0,0,5.5,5.5,2,2,1,0,3,0,0,0,0
oubreke01,15370,5,0,0,1,1,0,0,3,3,5.0,5.0,1,1,0,0,0,2,0,0,0
butleji01,15370,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
Team,15370,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0
maxeyty01,15370,4,0,0,0,0,0,0,4,4,0.0,0.0,0,0,0,0,0,2,0,0,0
martica02,15370,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
loveke01,15370,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
nancela02,15368,3,1,0,1,1,0,0,1,2,2.0,2.0,1,1,0,1,1,1,0,0,0
willizi01,15368,4,0,0,2,2,0,0,0,0,2.0,2.0,2,2,0,0,0,0,0,0,0
alvarjo01,15368,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0
davisan02,15368,8,2,0,2,3,0,0,4,4,1.0,1.3333333333333333,2,3,2,0,0,2,0,0,0
Team,15368,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0
vincega01,15368,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
russeda01,15368,3,0,0,0,0,1,1,0,0,23.0,23.0,1,1,0,0,1,0,0,1,0
mccolcj01,15368,4,0,2,2,2,0,1,0,0,5.0,13.333333333333334,2,3,0,0,2,0,0,0,0
murphtr02,15368,2,0,0,1,1,0,0,0,0,9.0,9.0,1,1,0,0,0,0,0,0,0
jamesle01,15368,0,0,0,0,1,0,0,0,0,0.0,12.0,0,1,0,0,0,0,1,0,0
joneshe01,15368,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0
reaveau01,15368,2,0,2,0,0,0,0,2,2,0.0,0.0,0,0,0,0,0,1,0,0,0
daniedy01,15368,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
princta02,15368,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
hachiru01,15368,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
valanjo01,15368,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
samanlu01,15360,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0
santogu01,15360,2,0,1,0,0,0,0,2,2,0.0,0.0,0,0,0,0,0,1,0,0,0
robinje01,15360,5,0,0,2,2,0,0,1,1,3.0,3.0,2,2,0,0,0,1,0,1,0
lewiski01,15360,2,0,0,1,1,0,0,0,0,6.0,6.0,1,1,0,0,0,0,0,0,0
quinole01,15360,0,0,0,0,0,0,1,0,0,0.0,28.0,0,1,0,0,1,0,1,0,0
hendrta01,15360,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0
sensabr01,15360,0,0,0,0,0,0,1,0,0,0.0,24.0,0,1,0,0,0,0,1,0,0
spencpa01,15360,0,1,1,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0
garubus01,15360,0,1,0,0,1,0,0,0,0,0.0,5.0,0,1,0,1,0,0,0,0,0
anunoog01,15357,0,1,0,0,1,0,0,0,0,0.0,1.0,0,1,1,0,2,0,0,1,0
hartjo01,15357,4,3,0,2,2,0,0,0,0,1.0,1.0,2,2,1,2,0,0,1,0,0
brunsja01,15357,6,2,2,1,3,0,0,4,4,12.0,11.0,1,3,0,2,0,3,3,0,0
whiteco01,15357,2,0,1,1,1,0,1,0,0,1.0,13.0,1,2,0,0,0,2,0,0,0
Team,15357,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0
derozde01,15357,5,0,0,2,4,0,0,1,1,3.5,7.5,2,4,0,0,0,1,0,1,0
divindo01,15357,5,1,0,1,2,1,1,0,0,13.5,9.666666666666666,2,3,0,1,1,0,1,0,0
carusal01,15357,5,0,0,1,1,1,2,0,0,12.0,15.666666666666666,2,3,0,0,0,0,1,2,0
greenja02,15357,0,0,0,0,1,0,0,0,0,0.0,1.0,0,1,0,0,2,0,0,0,0
vucevni01,15357,0,0,2,0,0,0,1,0,0,0.0,25.0,0,1,0,0,1,0,0,0,0
achiupr01,15357,2,2,0,1,1,0,0,0,0,1.0,1.0,1,1,1,1,0,0,0,0,0
terryda01,15357,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
mcbrimi01,15357,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
batesem01,15354,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0
blackle01,15354,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0
baileam01,15354,2,1,1,1,2,0,0,0,0,1.0,1.5,1,2,1,0,0,1,0,1,0
smithni01,15354,3,0,0,0,0,1,1,0,0,26.0,26.0,1,1,0,0,0,0,0,0,0
mobleis01,15354,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0
thorjt01,15354,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0
nancepe01,15354,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
sabondo01,15352,0,2,0,0,2,0,0,0,0,0.0,2.5,0,2,1,1,2,0,1,0,0
nurkiju01,15352,1,1,0,0,0,0,0,1,2,0.0,0.0,0,0,0,1,0,1,0,0,1
onealro01,15352,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,0,0
duranke01,15352,4,0,0,1,1,0,1,2,2,10.0,17.5,1,2,0,0,0,1,0,0,0
murrake02,15352,0,1,0,0,0,0,2,0,0,0.0,25.5,0,2,0,1,0,0,0,0,0
barneha02,15352,4,1,0,1,2,0,0,2,2,6.0,6.5,1,2,1,0,0,1,0,0,0
allengr01,15352,0,0,0,0,0,0,2,0,0,0.0,24.0,0,2,0,0,0,0,0,0,0
elliske01,15352,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0
Team,15352,0,3,0,0,0,0,0,0,0,0.0,0.0,0,0,2,1,0,0,0,0,0
bealbr01,15352,2,0,0,1,1,0,0,0,0,3.0,3.0,1,1,0,0,1,0,0,2,0
foxde01,15352,0,0,0,0,2,0,0,0,0,0.0,12.0,0,2,0,0,0,1,1,0,0
hortota01,15351,0,1,1,0,1,0,0,0,0,0.0,5.0,0,1,0,1,0,0,1,0,0
bostobr01,15351,2,1,0,1,2,0,0,0,0,2.0,5.0,1,2,1,0,0,0,2,1,0
loftoke01,15351,3,0,0,1,1,0,1,1,1,5.0,15.0,1,2,0,0,1,1,1,1,0
Team,15351,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0
hylanbo01,15351,2,1,1,1,1,0,0,0,0,3.0,3.0,1,1,0,1,0,0,0,1,0
brownko01,15351,0,0,1,0,0,0,1,0,0,0.0,27.0,0,1,0,0,1,0,0,0,0
theisda01,15351,2,1,0,1,1,0,0,0,0,1.0,1.0,1,1,0,1,0,1,0,0,0
samanlu01,15351,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0
georgke01,15351,0,0,0,0,0,0,1,0,0,0.0,28.0,0,1,0,0,0,0,1,0,0
moonxa01,15351,0,0,0,0,0,0,1,0,0,0.0,26.0,0,1,0,0,0,0,0,0,0
curryst01,15349,5,1,0,1,1,1,3,0,0,15.5,20.75,2,4,0,1,0,0,0,0,0
willizi01,15349,0,0,0,0,2,0,0,0,0,0.0,9.5,0,2,0,0,1,1,0,0,0
thompkl01,15349,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1
wiggian01,15349,2,0,0,0,0,0,0,2,2,0.0,0.0,0,0,0,0,1,1,0,0,0
daniedy01,15349,0,1,0,0,1,0,0,0,0,0.0,9.0,0,1,1,0,0,0,0,0,0
alvarjo01,15349,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0
Team,15349,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
greendr01,15349,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0
murphtr02,15349,2,1,0,0,0,0,0,2,2,0.0,0.0,0,0,0,1,0,1,0,0,0
murraja01,15347,2,0,1,1,1,0,0,0,0,2.0,2.0,1,1,0,0,0,0,0,1,0
jokicni01,15347,2,0,1,1,4,0,0,0,0,10.0,8.0,1,4,0,0,2,0,1,0,0
grahade01,15347,5,0,0,2,2,0,0,1,2,3.0,3.0,2,2,0,0,0,1,0,0,0
Team,15347,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,1,0,0
jonestr01,15347,4,1,1,2,2,0,0,0,0,1.0,1.0,2,2,0,1,0,0,0,0,0
wembavi01,15347,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,1
mamuksa01,15347,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1
gordoaa01,15347,2,1,0,1,1,0,0,0,0,1.0,1.0,1,1,1,0,0,0,0,0,0
portemi01,15347,0,0,0,0,1,0,1,0,0,0.0,12.0,0,2,0,0,0,0,0,0,0
champju02,15347,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0
